# Zilocar analysis of NHTSA ODI complaints (FLAT_CMPL.txt, Last-Modified 2026-09-09 10:22 UTC, retrieved 2026-09-10).
# Universe: PROD_TYPE='V', model years 2015-2022, deduplicated on ODINO = 325,275 distinct complaints across 2,228 make/model labels.
# severe = CRASH='Y' OR INJURED>0 OR DEATHS>0, all self-reported and unverified.
# REVERSAL COLUMN: airbag-cited complaints are 4.9% of all complaints but 30.4% of severe ones, because an airbag complaint is near-definitionally crash-linked.
# severe_share_ex_airbag_pct removes every complaint citing AIR BAGS. Under it the Toyota Corolla falls from 1st (18.2%) to 5th (8.5%) and the Tesla Model X leads at 13.0%.
# Labels are exactly as NHTSA spells them, unmerged. Counts are distinct complaints, not vehicles or owners. No sales denominator exists in this file.
make,model,model_years,complaints,severe,severe_share_pct,crash_reports,injury_reports,death_reports,severe_citing_airbags,airbag_pct_of_severe,complaints_ex_airbag,severe_ex_airbag,severe_share_ex_airbag_pct
BOOM,BD125-15,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
BRAUNABILITY,CHRYSLER WHEELCHAIR VAN,2015-2018,2,0,0.0,0,0,0,0,,2,0,0.0
BRAUNABILITY,DODGE WHEELCHAIR VAN,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
BRAVO,SCOUT,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
BRAXTON CREEK,BUSHWACKER,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
BRAXTON CREEK,LX,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
BUCKEYE,BUCKEYE,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
BUICK,REGAL TOURX,2018-2020,17,0,0.0,0,0,0,0,,17,0,0.0
C&B QUALITY TRAILER WORKS,HORSE TRAILER,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
C&M,CAR HAULER,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
CADILLAC,ATS-V,2016-2017,4,0,0.0,0,0,0,0,,4,0,0.0
CADILLAC,CT6 PLUG-IN HYBRID,2017-2018,12,0,0.0,0,0,0,0,,12,0,0.0
CADILLAC,CTS-V,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
CADILLAC,ELR,2016-2016,4,0,0.0,0,0,0,0,,0,0,
CAN-AM,COMMANDER,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
CAN-AM,OUTLANDER,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
CAN-AM,SPYDER F3,2015-2022,33,0,0.0,0,0,0,0,,33,0,0.0
CAN-AM,SPYDER RS,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
CAN-AM,SPYDER ST,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
CARADO,BANFF,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
CARGO EXPRESS,CARGO TRAILER,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
CARGO MATE,ELIMINATOR,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
CARRY-ON,5X10SSG,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
CARRY-ON,CARGO TRAILER,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
CARRY-ON,CARRY-ON,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
CARRY-ON,ENCLOSED CARGO TRAILER,2019-2021,4,0,0.0,0,0,0,0,,4,0,0.0
CARRY-ON,OPEN BED TRAILER,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
CEDAR CREEK,SILVER BACK,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
CFMOTO,650NK,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
CH TRAILERS,CH TRAILER,2017-2017,2,0,0.0,0,0,0,0,,2,0,0.0
CHAMPION,CLASSIC SIDECAR,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
CHAMPION BUS,CHALLENGER,2020-2020,2,0,0.0,0,0,0,0,,2,0,0.0
CHANGZHOU NANXIASHU,62647,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
CHANGZHOU NANXIASHU,MT3,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
CHANGZHOU NANXIASHU,TD,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
CHARMAC,CARGO TRAILER,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
CHEROKEE,GREY WOLF,2016-2016,3,0,0.0,0,0,0,0,,3,0,0.0
CHEVROLET,4500,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
CHEVROLET,4500HD,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
CHEVROLET,5500HD,2019-2019,6,0,0.0,0,0,0,0,,6,0,0.0
CHEVROLET,6500,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
CHEVROLET,6500HD,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
CHEVROLET,COBALT,2016-2017,2,0,0.0,0,0,0,0,,2,0,0.0
CHEVROLET,DUPLICATE SILVERADO 5500,2019-2019,3,0,0.0,0,0,0,0,,3,0,0.0
CHEVROLET,EXPRESS 3500,2019-2021,3,0,0.0,0,0,0,0,,3,0,0.0
CHEVROLET,EXPRESS 4500,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
CHEVROLET,EXPRESS CUTAWAY VAN,2018-2022,4,0,0.0,0,0,0,0,,4,0,0.0
CHEVROLET,G4500,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
CHEVROLET,N300,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
CHEVROLET,ORLANDO,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
CHEVROLET,SILVERADO 4500,2020-2021,3,0,0.0,0,0,0,0,,3,0,0.0
CHEVROLET,SILVERADO 6500,2021-2021,2,0,0.0,0,0,0,0,,2,0,0.0
CHEVROLET,SILVERADO HD,2015-2016,9,0,0.0,0,0,0,0,,8,0,0.0
CHEVROLET,SILVERADO LT,2018-2018,3,0,0.0,0,0,0,0,,3,0,0.0
CHEVROLET,SUBURBAN 1500,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
CLASSIC WELDING,CLASSIC WELDING,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
CLIPPER TOWABLE,CWT272RLS,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
COACH HOUSE,PLATINUM,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
COACH HOUSE,PLATINUM III,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
COACHMEN,APEX,2015-2022,10,0,0.0,0,0,0,0,,10,0,0.0
COACHMEN,BEYOND,2020-2022,3,0,0.0,0,0,0,0,,3,0,0.0
COACHMEN,BLAST,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
COACHMEN,BROOKSTONE,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
COACHMEN,CATALINA,2015-2019,5,0,0.0,0,0,0,0,,5,0,0.0
COACHMEN,CHAPARRAL,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
COACHMEN,CHAPARRAL LITE,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
COACHMEN,CROSS COUNTRY,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
COACHMEN,ENCORE,2020-2021,3,0,0.0,0,0,0,0,,3,0,0.0
COACHMEN,FREEDOM EXPRESS,2015-2021,16,0,0.0,0,0,0,0,,16,0,0.0
COACHMEN,FREELANDER,2016-2017,5,0,0.0,0,0,0,0,,5,0,0.0
COACHMEN,GALLERIA,2016-2022,6,0,0.0,0,0,0,0,,6,0,0.0
COACHMEN,LEPRECHAUN,2015-2020,6,0,0.0,0,0,0,0,,6,0,0.0
COACHMEN,MIRADA,2015-2022,10,0,0.0,0,0,0,0,,10,0,0.0
COACHMEN,NOVA,2021-2022,6,0,0.0,0,0,0,0,,6,0,0.0
COACHMEN,ORION,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
COACHMEN,PRISM,2015-2020,9,0,0.0,0,0,0,0,,9,0,0.0
COACHMEN,PURSUIT,2015-2021,3,0,0.0,0,0,0,0,,3,0,0.0
COACHMEN,SHASTA,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
COACHMEN,SPIRIT,2018-2021,4,0,0.0,0,0,0,0,,4,0,0.0
COACHMEN,SPORTSCOACH,2021-2022,4,0,0.0,0,0,0,0,,4,0,0.0
COACHMEN,VIKING,2018-2022,4,0,0.0,0,0,0,0,,4,0,0.0
COLUMBIA,ALINER ASCAPE,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
CONTINENTAL CARGO,CARGO TRAILER,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
CONTINENTAL CARGO,CONTINENTAL CARGO,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
CONTINENTAL CARGO,V-SERIES,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
COTTRELL,2-CAR CARRIER,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
CROSSROADS,CRUISER,2015-2018,2,0,0.0,0,0,0,0,,2,0,0.0
CROSSROADS,ELEVATION,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
CROSSROADS,REDWOOD,2015-2019,6,0,0.0,0,0,0,0,,6,0,0.0
CROSSROADS,SUNSET TRAIL,2015-2022,5,0,0.0,0,0,0,0,,5,0,0.0
CROSSROADS,ZINGER,2015-2022,3,0,0.0,0,0,0,0,,3,0,0.0
CROSSROADS,ZINGER Z-1,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
CRUISE CAR,MOKE,2018-2019,2,0,0.0,0,0,0,0,,2,0,0.0
CRUISER,RADIANCE ULTRA-LITE,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
CRUISER,STRYKER,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
CRUISER,TWILIGHT,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
CRUISER RV,FUN FINDER EXTREME LITE,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
CRUISER RV,RADIANCE,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
CRUISER RV,SHADOW CRUISER,2016-2019,5,0,0.0,0,0,0,0,,5,0,0.0
CRUISER RV,SHADOW CRUISER ULTRA LITE,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
CRUISER RV,SOUTH FORK,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
CRUISER RV,STRYKER TOY,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
CUSTOM FIRE,FREIGHTLINER M2,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
D AND A CUSTOM,CUSTOM TRAILER,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
DELCO TRAILERS,BUMPER HORSE,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
DETAIL K2,5X7,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
DETROIT CHASSIS,FORD MOTORHOME CHASSIS,2019-2019,4,0,0.0,0,0,0,0,,4,0,0.0
DIAMOND CARGO,CARGO TRAILER,2017-2018,3,0,0.0,0,0,0,0,,3,0,0.0
DIAMOND CITY,BOAT TRAILER,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
DIAMOND COACH,VIP,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
DODGE,AVENGER,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
DODGE,VIPER,2015-2015,3,0,0.0,0,0,0,0,,3,0,0.0
DONGFANG,DF250RTB,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
DORSEY,DORSEY,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
DRAGSTER SUPPLY,DRAGSTER SUPPLY,2018-2018,2,0,0.0,0,0,0,0,,2,0,0.0
DRV,ELITE SUITE,2015-2017,3,0,0.0,0,0,0,0,,3,0,0.0
DRV,ELITE SUITES ALL,2015-2016,2,0,0.0,0,0,0,0,,2,0,0.0
DRV,FULL HOUSE,2015-2022,10,0,0.0,0,0,0,0,,10,0,0.0
DRV,MOBILE SUITE,2016-2020,11,0,0.0,0,0,0,0,,11,0,0.0
DRV,MOBILE SUITE ESTATES,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
DRV,MOBILE SUITES,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
DRV,TOY HAULER,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
DRV,TRADITION,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
DUCATI,1199 PANIGALE,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
DUCATI,1299,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
DUCATI,1299 PANIGALE,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
DUCATI,939SP,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
DUCATI,DIAVEL,2015-2020,14,0,0.0,0,0,0,0,,14,0,0.0
DUCATI,HYPERMOTARD,2015-2022,9,0,0.0,0,0,0,0,,9,0,0.0
DUCATI,MONSTER,2015-2015,4,0,0.0,0,0,0,0,,4,0,0.0
DUCATI,MONSTER 1200,2016-2020,7,0,0.0,0,0,0,0,,7,0,0.0
DUCATI,MONSTER 797,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
DUCATI,MONSTER 821,2015-2019,5,0,0.0,0,0,0,0,,5,0,0.0
DUCATI,MULTISTRADA,2015-2022,24,0,0.0,0,0,0,0,,24,0,0.0
DUCATI,MULTISTRADA 1200,2016-2016,3,0,0.0,0,0,0,0,,3,0,0.0
DUCATI,MULTISTRADA 1200S,2015-2016,7,0,0.0,0,0,0,0,,7,0,0.0
DUCATI,MULTISTRADA 1260,2018-2018,2,0,0.0,0,0,0,0,,2,0,0.0
DUCATI,PANIGALE,2020-2021,4,0,0.0,0,0,0,0,,4,0,0.0
DUCATI,PANIGALE 959,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
DUCATI,PANIGALE V2,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
DUCATI,PANIGALE V4,2018-2018,7,0,0.0,0,0,0,0,,7,0,0.0
DUCATI,PANIGALE V4 S,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
DUCATI,SCRAMBLER,2015-2022,20,0,0.0,0,0,0,0,,20,0,0.0
DUCATI,SCRAMBLER 800 CAFE RACER,2017-2018,3,0,0.0,0,0,0,0,,3,0,0.0
DUCATI,STREETFIGHTER,2021-2022,2,0,0.0,0,0,0,0,,2,0,0.0
DUCATI,SUPERSPORT,2017-2021,19,0,0.0,0,0,0,0,,19,0,0.0
DUCATI,XDIAVEL,2016-2016,3,0,0.0,0,0,0,0,,3,0,0.0
DUCATI,XDIAVEL S,2016-2018,2,0,0.0,0,0,0,0,,2,0,0.0
DUMP TRAILER,7X14X48,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
DUTCHMEN,ASTORIA,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
DUTCHMEN,ATLAS,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
DUTCHMEN,COLEMAN,2019-2022,5,0,0.0,0,0,0,0,,5,0,0.0
DUTCHMEN,DENALI,2016-2016,3,0,0.0,0,0,0,0,,3,0,0.0
DUTCHMEN,KODIAK,2018-2022,4,0,0.0,0,0,0,0,,4,0,0.0
DUTCHMEN,YUKON,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
DYNA HAULER,GOOSENECK DOLLY,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
DYNAMAX,DX3,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
DYNAMAX,ISATA,2018-2022,14,0,0.0,0,0,0,0,,13,0,0.0
DYNAMAX,REV,2016-2018,3,0,0.0,0,0,0,0,,3,0,0.0
EAGLE,BOAT TRAILER,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
EARTHROAMER,LTI,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
EAST MANUFACTURING,FRAME GENESIS TRAILER,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
EAST TO WEST,ALTA,2021-2021,2,0,0.0,0,0,0,0,,2,0,0.0
EAST TO WEST,DELLA TERRA,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
EAST TO WEST,SILVER LAKE,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
EAST TO WEST,TANDARA,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
ECHO TRAILER,PONTOON BOAT TRAILER,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
ECLIPSE,ATTITUDE,2016-2020,7,0,0.0,0,0,0,0,,7,0,0.0
ECLIPSE,ICONIC,2017-2017,2,0,0.0,0,0,0,0,,2,0,0.0
ELDORADO MOBILITY,AMERIVAN,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
ELECTRAMECCANICA,SOLO G3,2021-2021,2,0,0.0,0,0,0,0,,2,0,0.0
ELITE TRAILER,GOOSENECK,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
ENTEGRA,ACCOLADE,2020-2022,5,0,0.0,0,0,0,0,,5,0,0.0
ENTEGRA,ANTHEM,2015-2020,17,0,0.0,0,0,0,0,,17,0,0.0
ENTEGRA,CORNERSTONE,2017-2022,14,0,0.0,0,0,0,0,,14,0,0.0
ENTEGRA,EMBLEM,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
ENTEGRA,ESTEEM,2021-2021,2,0,0.0,0,0,0,0,,2,0,0.0
ENTEGRA,ETHOS,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
ENTEGRA,INSIGNIA,2017-2017,2,0,0.0,0,0,0,0,,2,0,0.0
ENTEGRA,LAUNCH,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
ENTEGRA,ODYSSEY,2021-2021,4,0,0.0,0,0,0,0,,4,0,0.0
ENTEGRA,QWEST,2020-2020,2,0,0.0,0,0,0,0,,2,0,0.0
ENTEGRA,VISION,2019-2022,8,0,0.0,0,0,0,0,,8,0,0.0
ESCAPE,E21C,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
ESCAPE,ESCAPE 21,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
EVERGREEN,AMPED,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
EVERGREEN,BAY HILL,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
EVERGREEN,EVER-LITE,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
EVERGREEN,I-GO,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
EVERGREEN,SKYLINE,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
EVERGREEN,TESLA,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
EZ LOADER,ADJUSTABLE ALUM TRAILER,2015-2015,3,0,0.0,0,0,0,0,,3,0,0.0
EZ LOADER,TEZL,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
FCA,ALL MODELS,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
FCCC,MT45,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
FCCC,S2RV,2019-2022,4,0,0.0,0,0,0,0,,4,0,0.0
FCCC,XBR,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
FCCC,XC CHASSIS,2020-2020,1,0,0.0,0,0,0,0,,1,0,0.0
FCCC,XCA,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
FCCC,XCM,2018-2022,9,0,0.0,0,0,0,0,,9,0,0.0
FCCC,XCR,2016-2020,3,0,0.0,0,0,0,0,,3,0,0.0
FEATHERLITE,1620,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
FELLING,DROP-DECK,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
FERRARI,458 ITALIA,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
FERRARI,488 SPIDER,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
FERRARI,812 SUPERFAST,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
FERRARI,CALIFORNIA T,2017-2017,1,0,0.0,0,0,0,0,,0,0,
FERRARI,GTC4LUSSO,2017-2017,2,0,0.0,0,0,0,0,,1,0,0.0
FERRARI,GTC4LUSSO T,2018-2018,1,0,0.0,0,0,0,0,,0,0,
FIAT,500L,2015-2017,26,0,0.0,0,0,0,0,,21,0,0.0
FIELD VAN,SPRINTER,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
FLAGSTAFF LITE WEIGHT TRA,FLT831BHWSS,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
FLEETWOOD,DISCOVERY,2017-2021,5,0,0.0,0,0,0,0,,5,0,0.0
FLEETWOOD,DISCOVERY LXE,2018-2021,3,0,0.0,0,0,0,0,,3,0,0.0
FLEETWOOD,EXCURSION,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
FLEETWOOD,EXPEDITION,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FLEETWOOD,FLAIR,2015-2022,10,0,0.0,0,0,0,0,,10,0,0.0
FLEETWOOD,FRONTIER,2022-2022,3,0,0.0,0,0,0,0,,3,0,0.0
FLEETWOOD,PACE ARROW LXE,2018-2019,2,0,0.0,0,0,0,0,,2,0,0.0
FLEETWOOD,STORM,2015-2016,5,0,0.0,0,0,0,0,,5,0,0.0
FLEETWOOD,TERRA,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FORD,E-250,2016-2022,4,0,0.0,0,0,0,0,,4,0,0.0
FORD,EXPLORER INTERCEPT HYBRID,2020-2020,2,0,0.0,0,0,0,0,,2,0,0.0
FORD,EXPLORER POLICE INTERCEPT,2015-2022,42,0,0.0,0,0,0,0,,42,0,0.0
FORD,F-450 SD,2015-2022,47,0,0.0,0,0,0,0,,47,0,0.0
FORD,F-59,2015-2022,13,0,0.0,0,0,0,0,,13,0,0.0
FORD,F-600 SD,2021-2022,3,0,0.0,0,0,0,0,,3,0,0.0
FORD,F-650,2016-2022,10,0,0.0,0,0,0,0,,10,0,0.0
FORD,F-650 ROUSH PROPANE,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FORD,F-650 SD,2015-2021,9,0,0.0,0,0,0,0,,9,0,0.0
FORD,F-750,2017-2022,5,0,0.0,0,0,0,0,,5,0,0.0
FORD,F-750 SD,2017-2021,3,0,0.0,0,0,0,0,,3,0,0.0
FORD,F550,2017-2017,3,0,0.0,0,0,0,0,,3,0,0.0
FORD,FOCUS RS,2016-2016,6,0,0.0,0,0,0,0,,6,0,0.0
FORD,REDUNDANT C-MAX HYBRID,2015-2015,17,0,0.0,0,0,0,0,,17,0,0.0
FORD,REDUNDANT F-250,2015-2022,4,0,0.0,0,0,0,0,,4,0,0.0
FORD,STRIPPED CHASSIS,2015-2016,3,0,0.0,0,0,0,0,,3,0,0.0
FORD,TAURUS POLICE INTERCEPTOR,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
FORD,TRANSIT T-350 HD,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,ARCTIC WOLF,2018-2018,3,0,0.0,0,0,0,0,,3,0,0.0
FOREST RIVER,AURORA,2021-2021,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,BLUE RIDGE,2015-2017,8,0,0.0,0,0,0,0,,8,0,0.0
FOREST RIVER,CARDINAL,2015-2021,23,0,0.0,0,0,0,0,,23,0,0.0
FOREST RIVER,CARDINAL LUXURY,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,CARGO MATE,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,CASCADE,2016-2021,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,CHARLESTON,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,CHEROKEE GREY WOLF,2015-2020,6,0,0.0,0,0,0,0,,6,0,0.0
FOREST RIVER,CHEROKEE WOLF PACK,2021-2021,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,CHEROKEE WOLF PUP,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,COACHMEN,2015-2021,10,0,0.0,0,0,0,0,,10,0,0.0
FOREST RIVER,COLUMBUS,2015-2022,6,0,0.0,0,0,0,0,,6,0,0.0
FOREST RIVER,CONTINENTAL,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,CRUSADER,2015-2021,6,0,0.0,0,0,0,0,,6,0,0.0
FOREST RIVER,DYNAMAX,2015-2020,5,0,0.0,0,0,0,0,,5,0,0.0
FOREST RIVER,EAST TO WEST ALTA,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,ECONOMY HAULER,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,EVO,2016-2016,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,FORESTER,2015-2022,21,0,0.0,0,0,0,0,,21,0,0.0
FOREST RIVER,FR3,2015-2022,14,0,0.0,0,0,0,0,,14,0,0.0
FOREST RIVER,FREEDOM EXPRESS,2018-2021,7,0,0.0,0,0,0,0,,7,0,0.0
FOREST RIVER,FREELANDER,2016-2017,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,HAULIN,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,HERITAGE  GLEN 337BAR,2016-2016,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,IBEX,2021-2022,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,IMPRESSION,2018-2021,6,0,0.0,0,0,0,0,,6,0,0.0
FOREST RIVER,LEGACY,2015-2015,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,LIMITED EDITION,2015-2015,5,0,0.0,0,0,0,0,,5,0,0.0
FOREST RIVER,NO BOUNDARIES,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,NOMAD,2022-2022,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,PALOMINO,2015-2021,14,0,0.0,0,0,0,0,,14,0,0.0
FOREST RIVER,PRIME TIME,2016-2017,4,0,0.0,0,0,0,0,,4,0,0.0
FOREST RIVER,RAINIER,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,RIVERSTONE,2016-2022,3,0,0.0,0,0,0,0,,3,0,0.0
FOREST RIVER,RIVERSTONE LEGACY,2017-2017,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,ROCKPORT,2019-2019,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,SABRE,2016-2021,6,0,0.0,0,0,0,0,,6,0,0.0
FOREST RIVER,SALEM,2015-2022,61,0,0.0,0,0,0,0,,61,0,0.0
FOREST RIVER,SANDSTORM,2016-2022,7,0,0.0,0,0,0,0,,7,0,0.0
FOREST RIVER,SANIBEL,2017-2017,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,SHASTA OASIS,2022-2022,2,0,0.0,0,0,0,0,,2,0,0.0
FOREST RIVER,SHOCKWAVE,2016-2022,4,0,0.0,0,0,0,0,,4,0,0.0
FOREST RIVER,SIERRA,2015-2021,11,0,0.0,0,0,0,0,,11,0,0.0
FOREST RIVER,SOFTSIDE,2015-2015,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,SOLERA,2015-2022,5,0,0.0,0,0,0,0,,4,0,0.0
FOREST RIVER,SONOMA,2018-2018,1,0,0.0,0,0,0,0,,1,0,0.0
FOREST RIVER,SPARTAN,2017-2017,2,0,0.0,0,0,0,0,,2,0,0.0
